method,page_number,y_coordinate,chunk_index,chunk_text,input_line,similarity_score
simple_ratio,1,301,20,john carries message for friar lawrence apothecary sells poison to,then check the distance of the car behind you through,47
partial_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,then check the distance of the car behind you through,45
token_sort_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,then check the distance of the car behind you through,47
token_set_ratio,1,363,14,servant to nurse mercutio friend of romeo related to prince,then check the distance of the car behind you through,46
partial_token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,then check the distance of the car behind you through,48
simple_ratio,1,283,21,lawrence apothecary sells poison to romeo citizens servants musicians guards,the car behind you through the central rearview mirror and,45
partial_ratio,1,91,41,be downloaded from wwwhundsnesscom and used freely for education and,the car behind you through the central rearview mirror and,46
token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,the car behind you through the central rearview mirror and,46
token_set_ratio,1,363,14,servant to nurse mercutio friend of romeo related to prince,the car behind you through the central rearview mirror and,42
partial_token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,the car behind you through the central rearview mirror and,50
simple_ratio,1,301,20,john carries message for friar lawrence apothecary sells poison to,central rear view mirror and slow down slowly observe the,42
partial_ratio,2,708,46,rank in fair verona where we lay our scene from,central rear view mirror and slow down slowly observe the,49
token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,central rear view mirror and slow down slowly observe the,46
token_set_ratio,1,351,15,of romeo related to prince county paris count to wed,central rear view mirror and slow down slowly observe the,43
partial_token_sort_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,central rear view mirror and slow down slowly observe the,48
simple_ratio,1,314,19,who marries romeo juliet friar john carries message for friar,and slow down slowly observe the right rear view mirror,40
partial_ratio,2,708,47,we lay our scene from ancient grudge break to new,and slow down slowly observe the right rear view mirror,46
token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,and slow down slowly observe the right rear view mirror,45
token_set_ratio,1,351,15,of romeo related to prince county paris count to wed,and slow down slowly observe the right rear view mirror,42
partial_token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,and slow down slowly observe the right rear view mirror,48
simple_ratio,1,314,19,who marries romeo juliet friar john carries message for friar,observe the right rear view mirror check if there are,42
partial_ratio,2,685,51,unclean civilian from forth the fatal loins of these two,observe the right rear view mirror check if there are,47
token_sort_ratio,1,173,23,etc shakespeare’s complete original script based on the second quarto,observe the right rear view mirror check if there are,44
token_set_ratio,1,173,23,etc shakespeare’s complete original script based on the second quarto,observe the right rear view mirror check if there are,44
partial_token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,observe the right rear view mirror check if there are,47
simple_ratio,1,301,20,john carries message for friar lawrence apothecary sells poison to,rear view mirror check if there are any vehicles driving,43
partial_ratio,2,685,51,unclean civilian from forth the fatal loins of these two,rear view mirror check if there are any vehicles driving,48
token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,rear view mirror check if there are any vehicles driving,45
token_set_ratio,1,161,24,based on the second quarto of 1599 with corrections and,rear view mirror check if there are any vehicles driving,45
partial_token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,rear view mirror check if there are any vehicles driving,48
simple_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,if there are any vehicles driving next to you when,46
partial_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,if there are any vehicles driving next to you when,49
token_sort_ratio,1,161,24,based on the second quarto of 1599 with corrections and,if there are any vehicles driving next to you when,46
token_set_ratio,1,161,24,based on the second quarto of 1599 with corrections and,if there are any vehicles driving next to you when,46
partial_token_sort_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,if there are any vehicles driving next to you when,49
simple_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,the vehicle is driving next to you when it is,48
partial_ratio,2,592,66,of our stage performance the which if you with patient,the vehicle is driving next to you when it is,51
token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto,the vehicle is driving next to you when it is,41
token_set_ratio,1,161,24,based on the second quarto of 1599 with corrections and,the vehicle is driving next to you when it is,43
partial_token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto,the vehicle is driving next to you when it is,47
simple_ratio,1,161,25,of 1599 with corrections and alternate text from other editions,if its safe to do so turn on the right,46
partial_ratio,2,592,65,now the two hours traffic of our stage performance the,if its safe to do so turn on the right,48
token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto,if its safe to do so turn on the right,44
token_set_ratio,1,173,23,etc shakespeare’s complete original script based on the second quarto,if its safe to do so turn on the right,45
partial_token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto,if its safe to do so turn on the right,53
simple_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto, turn on the right turn signal slowly pull the cart,46
partial_ratio,2,592,66,of our stage performance the which if you with patient, turn on the right turn signal slowly pull the cart,48
token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto, turn on the right turn signal slowly pull the cart,43
token_set_ratio,1,173,23,etc shakespeare’s complete original script based on the second quarto, turn on the right turn signal slowly pull the cart,44
partial_token_sort_ratio,1,161,25,of 1599 with corrections and alternate text from other editions, turn on the right turn signal slowly pull the cart,47
simple_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto, right turn signal slowly pull the cart,38
partial_ratio,2,545,69,shall miss our toil shall strive to mend play act, right turn signal slowly pull the cart,47
token_sort_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto, right turn signal slowly pull the cart,40
token_set_ratio,1,161,26,alternate text from other editions indicated as 1 first quarto, right turn signal slowly pull the cart,40
partial_token_sort_ratio,1,149,28,of 1597 2 second quarto of 1599 3 third quarto, right turn signal slowly pull the cart,45
simple_ratio,1,149,28,of 1597 2 second quarto of 1599 3 third quarto, slowly pull the cart,36
partial_ratio,2,475,74,word well not carry coals take insults gregory 112 no, slowly pull the cart,53
token_sort_ratio,1,149,28,of 1597 2 second quarto of 1599 3 third quarto, slowly pull the cart,33
token_set_ratio,1,149,31,of 1622 5 first folio of 1623 and for later, slowly pull the cart,33
partial_token_sort_ratio,1,126,35,edition of 1992 spelling and punctuation are modernized american with, slowly pull the cart,51
simple_ratio,1,149,28,of 1597 2 second quarto of 1599 3 third quarto, pull the cart,30
partial_ratio,2,498,73,sampson 111 gregory on my word well not carry coals, pull the cart,64
token_sort_ratio,1,149,31,of 1622 5 first folio of 1623 and for later, pull the cart,29
token_set_ratio,1,138,33,editions first performed around 1595 linenumbering matches the folger library, pull the cart,38
partial_token_sort_ratio,1,126,34,linenumbering matches the folger library edition of 1992 spelling and, pull the cart,62
simple_ratio,1,114,36,punctuation are modernized american with some indications of pronunciation stage,cant afford to be diamond we are going to wear,43
partial_ratio,2,451,78,i mean if 5 we be in choler well draw,cant afford to be diamond we are going to wear,53
token_sort_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to wear,46
token_set_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,cant afford to be diamond we are going to wear,47
partial_token_sort_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to wear,49
simple_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,cant afford to be diamond we are going to work,43
partial_ratio,2,451,78,i mean if 5 we be in choler well draw,cant afford to be diamond we are going to work,50
token_sort_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,cant afford to be diamond we are going to work,46
token_set_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,cant afford to be diamond we are going to work,47
partial_token_sort_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to work,51
simple_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to know,43
partial_ratio,2,451,78,i mean if 5 we be in choler well draw,cant afford to be diamond we are going to know,48
token_sort_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to know,45
token_set_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,cant afford to be diamond we are going to know,45
partial_token_sort_ratio,1,114,37,some indications of pronunciation stage directions are clarified side notes,cant afford to be diamond we are going to know,50
simple_ratio,1,103,39,are given for vocabulary figurative language and allusions this script,we are going to be happy to be happy to,39
partial_ratio,2,428,81,weapons gregory 114 ay while you live draw your neck,we are going to be happy to be happy to,46
token_sort_ratio,2,720,45,both alike in dignity families rank in fair verona where,we are going to be happy to be happy to,38
token_set_ratio,2,720,45,both alike in dignity families rank in fair verona where,we are going to be happy to be happy to,39
partial_token_sort_ratio,1,91,41,be downloaded from wwwhundsnesscom and used freely for education and,we are going to be happy to be happy to,44
simple_ratio,1,114,38,directions are clarified side notes are given for vocabulary figurative,its really pretty yeah the time its time to start,42
partial_ratio,2,358,87,art not quickly moved to strike sampson 118 a dog,its really pretty yeah the time its time to start,44
token_sort_ratio,2,685,51,unclean civilian from forth the fatal loins of these two,its really pretty yeah the time its time to start,46
token_set_ratio,2,685,51,unclean civilian from forth the fatal loins of these two,its really pretty yeah the time its time to start,46
partial_token_sort_ratio,2,708,47,we lay our scene from ancient grudge break to new,its really pretty yeah the time its time to start,43
simple_ratio,2,720,45,both alike in dignity families rank in fair verona where, yeah,16
partial_ratio,2,300,95,sampson 1112 a dog of that house shall move me, yeah,50
token_sort_ratio,2,650,57,doth 2 with their death bury their parents strife do, yeah,14
token_set_ratio,2,650,57,doth 2 with their death bury their parents strife do, yeah,16
partial_token_sort_ratio,2,685,50,civil blood makes civil hands unclean civilian from forth the, yeah,57
simple_ratio,2,685,51,unclean civilian from forth the fatal loins of these two,when time is high start to the start i start,44
partial_ratio,2,253,103,weakling 1 coward goes to the wall backs up against,when time is high start to the start i start,47
token_sort_ratio,2,650,57,doth 2 with their death bury their parents strife do,when time is high start to the start i start,48
token_set_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,when time is high start to the start i start,45
partial_token_sort_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,when time is high start to the start i start,55
simple_ratio,2,650,57,doth 2 with their death bury their parents strife do,let me touch that to the sky ah you started,48
partial_ratio,2,218,108,ever thrust to the wall therefore i will push montagues,let me touch that to the sky ah you started,53
token_sort_ratio,2,650,57,doth 2 with their death bury their parents strife do,let me touch that to the sky ah you started,46
token_set_ratio,2,592,66,of our stage performance the which if you with patient,let me touch that to the sky ah you started,49
partial_token_sort_ratio,2,650,57,doth 2 with their death bury their parents strife do,let me touch that to the sky ah you started,53
simple_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,do this i started shopping for one right away save,47
partial_ratio,2,218,108,ever thrust to the wall therefore i will push montagues,do this i started shopping for one right away save,46
token_sort_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,do this i started shopping for one right away save,50
token_set_ratio,2,498,72,street morning sampson gregory armed sampson 111 gregory on my,do this i started shopping for one right away save,46
partial_token_sort_ratio,2,603,63,their childrens end naught could remove except for nothing is,do this i started shopping for one right away save,54
simple_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,i started shopping for one night away save all the,43
partial_ratio,2,159,116,one i will show myself a tyrant when i all,i started shopping for one night away save all the,46
token_sort_ratio,2,603,63,their childrens end naught could remove except for nothing is,i started shopping for one night away save all the,49
token_set_ratio,2,498,72,street morning sampson gregory armed sampson 111 gregory on my,i started shopping for one night away save all the,50
partial_token_sort_ratio,2,603,63,their childrens end naught could remove except for nothing is,i started shopping for one night away save all the,56
simple_ratio,2,638,58,bury their parents strife do end fighting the fearful passage,i started shopping for one right away save all the,43
partial_ratio,2,159,116,one i will show myself a tyrant when i all,i started shopping for one right away save all the,46
token_sort_ratio,2,603,63,their childrens end naught could remove except for nothing is,i started shopping for one right away save all the,47
token_set_ratio,2,463,76,for then we should be colliers coal miners sampson 113,i started shopping for one right away save all the,48
partial_token_sort_ratio,2,603,63,their childrens end naught could remove except for nothing is,i started shopping for one right away save all the,54
simple_ratio,2,592,66,of our stage performance the which if you with patient, its all the price that you had to run away,43
partial_ratio,2,148,117,a tyrant when i all the same prove have fought, its all the price that you had to run away,58
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here, its all the price that you had to run away,52
token_set_ratio,2,428,82,you live draw your neck out of the 1 collar, its all the price that you had to run away,52
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here, its all the price that you had to run away,53
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,i saw the fries that had to run away i,44
partial_ratio,3,743,125,the heads of the maids or their maidenheads virginity take,i saw the fries that had to run away i,52
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,i saw the fries that had to run away i,48
token_set_ratio,2,405,83,out of the 1 collar take noose sampson 116 i,i saw the fries that had to run away i,45
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,i saw the fries that had to run away i,50
simple_ratio,2,580,68,ears attend listen what here shall miss our toil shall,its all the fries that you had to right away,45
partial_ratio,3,720,130,1 sense that feel it feel what i do to,its all the fries that you had to right away,54
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,its all the fries that you had to right away,51
token_set_ratio,2,428,82,you live draw your neck out of the 1 collar,its all the fries that you had to right away,51
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,its all the fries that you had to right away,51
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,its all the fries that you cant have to ride,47
partial_ratio,3,662,138,tis well thou art not fish if thou hadst if,its all the fries that you cant have to ride,56
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,its all the fries that you cant have to ride,53
token_set_ratio,2,428,82,you live draw your neck out of the 1 collar,its all the fries that you cant have to ride,51
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,its all the fries that you cant have to ride,53
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,all the fries that cant head to right away i,45
partial_ratio,3,662,138,tis well thou art not fish if thou hadst if,all the fries that cant head to right away i,52
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,all the fries that cant head to right away i,47
token_set_ratio,2,428,82,you live draw your neck out of the 1 collar,all the fries that cant head to right away i,46
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,all the fries that cant head to right away i,48
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,i did my best i tried as fast as fast,42
partial_ratio,3,650,139,fish if thou hadst if you were thou hadst been,i did my best i tried as fast as fast,46
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,i did my best i tried as fast as fast,44
token_set_ratio,2,358,87,art not quickly moved to strike sampson 118 a dog,i did my best i tried as fast as fast,45
partial_token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,i did my best i tried as fast as fast,46
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act, i did my best i tried to pass right,45
partial_ratio,3,650,139,fish if thou hadst if you were thou hadst been, i did my best i tried to pass right,47
token_sort_ratio,2,545,69,shall miss our toil shall strive to mend play act, i did my best i tried to pass right,48
token_set_ratio,2,358,87,art not quickly moved to strike sampson 118 a dog, i did my best i tried to pass right,44
partial_token_sort_ratio,2,533,70,strive to mend play act 1 scene 1 verona a, i did my best i tried to pass right,46
simple_ratio,2,580,68,ears attend listen what here shall miss our toil shall,and had to ride away i did my best i,40
partial_ratio,3,627,143,draw thy tool here comes two 1 of the house,and had to ride away i did my best i,46
token_sort_ratio,2,580,68,ears attend listen what here shall miss our toil shall,and had to ride away i did my best i,42
token_set_ratio,2,335,91,move is to stir and to be valiant is to,and had to ride away i did my best i,50
partial_token_sort_ratio,2,451,78,i mean if 5 we be in choler well draw,and had to ride away i did my best i,46
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,i had to ride away i did my best i,39
partial_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,i had to ride away i did my best i,44
token_sort_ratio,2,580,67,which if you with patient ears attend listen what here,i had to ride away i did my best i,41
token_set_ratio,2,335,91,move is to stir and to be valiant is to,i had to ride away i did my best i,47
partial_token_sort_ratio,2,451,78,i mean if 5 we be in choler well draw,i had to ride away i did my best i,51
simple_ratio,2,545,69,shall miss our toil shall strive to mend play act,i did my best i tried to pass my eyes,44
partial_ratio,3,627,142,another montague servant enter armed draw thy tool here comes,i did my best i tried to pass my eyes,45
token_sort_ratio,2,580,68,ears attend listen what here shall miss our toil shall,i did my best i tried to pass my eyes,42
token_set_ratio,2,335,91,move is to stir and to be valiant is to,i did my best i tried to pass my eyes,48
partial_token_sort_ratio,2,451,77,colliers coal miners sampson 113 i mean if 5 we,i did my best i tried to pass my eyes,49
simple_ratio,2,533,71,1 scene 1 verona a street morning sampson gregory armed,good evening good evening good evening cant afford to be,43
partial_ratio,3,627,144,two 1 of the house of montagues 2 sword the,good evening good evening good evening cant afford to be,42
token_sort_ratio,2,498,72,street morning sampson gregory armed sampson 111 gregory on my,good evening good evening good evening cant afford to be,37
token_set_ratio,2,335,91,move is to stir and to be valiant is to,good evening good evening good evening cant afford to be,47
partial_token_sort_ratio,2,451,78,i mean if 5 we be in choler well draw,good evening good evening good evening cant afford to be,42
simple_ratio,2,475,75,take insults gregory 112 no for then we should be, dont worry im just going to do the happy,42
partial_ratio,3,627,143,draw thy tool here comes two 1 of the house, dont worry im just going to do the happy,48
token_sort_ratio,2,475,74,word well not carry coals take insults gregory 112 no, dont worry im just going to do the happy,41
token_set_ratio,2,288,98,the wall of any man or maid of montagues make, dont worry im just going to do the happy,46
partial_token_sort_ratio,2,428,82,you live draw your neck out of the 1 collar, dont worry im just going to do the happy,50
simple_ratio,2,475,75,take insults gregory 112 no for then we should be, im just going to do the heavy,46
partial_ratio,3,627,143,draw thy tool here comes two 1 of the house, im just going to do the heavy,55
token_sort_ratio,2,428,82,you live draw your neck out of the 1 collar, im just going to do the heavy,42
token_set_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to, im just going to do the heavy,46
partial_token_sort_ratio,2,335,89,of the house of montague moves me gregory 119 to, im just going to do the heavy,53
simple_ratio,2,428,82,you live draw your neck out of the 1 collar, i want you to be happy,45
partial_ratio,3,603,147,naked weapon is out quarrel i will back thee unsheathed, i want you to be happy,48
token_sort_ratio,2,428,81,weapons gregory 114 ay while you live draw your neck, i want you to be happy,38
token_set_ratio,2,206,110,always men from the wall and thrust his maids to, i want you to be happy,37
partial_token_sort_ratio,2,288,97,to stand i will take the wall of any man, i want you to be happy,55
simple_ratio,2,335,89,of the house of montague moves me gregory 119 to, be happy,21
partial_ratio,3,510,154,fear thee indeed sampson 1139 let us take the law, be happy,47
token_sort_ratio,2,428,81,weapons gregory 114 ay while you live draw your neck, be happy,17
token_set_ratio,2,148,117,a tyrant when i all the same prove have fought, be happy,19
partial_token_sort_ratio,2,288,96,that house shall move me to stand i will take, be happy,50
simple_ratio,2,335,91,move is to stir and to be valiant is to, b,10
partial_ratio,3,513,156,on 1 our side 1 let them begin of 2, b,100
token_sort_ratio,2,381,86,angered gregory 117 but thou art not quickly moved to, b,4
token_set_ratio,2,148,119,with the men i will be civil with the humane, b,6
partial_token_sort_ratio,2,253,103,weakling 1 coward goes to the wall backs up against, b,100
simple_ratio,2,288,97,to stand i will take the wall of any man, now well see,34
partial_ratio,3,463,162,sampson 1143 nay as they dare i will bite my, now well see,54
token_sort_ratio,2,335,90,moves me gregory 119 to move is to stir and, now well see,29
token_set_ratio,2,148,118,the same prove have fought with the men i will, now well see,37
partial_token_sort_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to, now well see,58
simple_ratio,2,288,97,to stand i will take the wall of any man, now well see,34
partial_ratio,3,463,162,sampson 1143 nay as they dare i will bite my, now well see,54
token_sort_ratio,2,288,97,to stand i will take the wall of any man, now well see,38
token_set_ratio,2,148,118,the same prove have fought with the men i will, now well see,37
partial_token_sort_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to, now well see,58
simple_ratio,2,288,97,to stand i will take the wall of any man, now well see,34
partial_ratio,3,463,162,sampson 1143 nay as they dare i will bite my, now well see,54
token_sort_ratio,2,288,97,to stand i will take the wall of any man, now well see,38
token_set_ratio,2,148,118,the same prove have fought with the men i will, now well see,37
partial_token_sort_ratio,2,253,102,slave 2 for the weakest weakling 1 coward goes to, now well see,58
simple_ratio,2,265,101,that shows thee a weak slave 2 for the weakest,im not gonna stop here yeah im not gonna stop,44
partial_ratio,3,463,161,it as they list please sampson 1143 nay as they,im not gonna stop here yeah im not gonna stop,47
token_sort_ratio,2,288,98,the wall of any man or maid of montagues make,im not gonna stop here yeah im not gonna stop,44
token_set_ratio,3,755,124,the maids sampson 1126 ay the heads of the maids,im not gonna stop here yeah im not gonna stop,43
partial_token_sort_ratio,2,206,110,always men from the wall and thrust his maids to,im not gonna stop here yeah im not gonna stop,47
simple_ratio,2,253,103,weakling 1 coward goes to the wall backs up against,im not going to fuck her well lets see if,46
partial_ratio,3,486,160,by and let them take it as they list please,im not going to fuck her well lets see if,49
token_sort_ratio,2,288,97,to stand i will take the wall of any man,im not going to fuck her well lets see if,44
